tax_id	NZ	order	phylum	genus	family	species	class
1412564	NZ_CP007402.2	Enterobacterales	Proteobacteria	Salmonella	Enterobacteriaceae	Salmonella enterica	Gammaproteobacteria
1679721	NZ_LN879430.1	Clostridiales	Firmicutes	Herbinix	Lachnospiraceae	Herbinix luporum	Clostridia
318161	NC_007954.1	Alteromonadales	Proteobacteria	Shewanella	Shewanellaceae	Shewanella denitrificans	Gammaproteobacteria
1334193	NZ_CP012871.1	Enterobacterales	Proteobacteria	Pluralibacter	Enterobacteriaceae	[Enterobacter] lignolyticus	Gammaproteobacteria
562	NZ_CP013031.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
2059875	NZ_CP025435.1	Corynebacteriales	Actinobacteria	Gordonia	Gordoniaceae	Gordonia sp. YC-JH1	Actinobacteria
2059875	NZ_CP025436.1	Corynebacteriales	Actinobacteria	Gordonia	Gordoniaceae	Gordonia sp. YC-JH1	Actinobacteria
1441095	NZ_CP012600.1	Bacillales	Firmicutes	Bacillus	Bacillaceae	Bacillus gobiensis	Bacilli
680	NZ_CP019293.1	Vibrionales	Proteobacteria	Vibrio	Vibrionaceae	Vibrio campbellii	Gammaproteobacteria
680	NZ_CP019294.1	Vibrionales	Proteobacteria	Vibrio	Vibrionaceae	Vibrio campbellii	Gammaproteobacteria
680	NZ_CP019296.1	Vibrionales	Proteobacteria	Vibrio	Vibrionaceae	Vibrio campbellii	Gammaproteobacteria
680	NZ_CP019295.1	Vibrionales	Proteobacteria	Vibrio	Vibrionaceae	Vibrio campbellii	Gammaproteobacteria
680	NZ_CP019298.1	Vibrionales	Proteobacteria	Vibrio	Vibrionaceae	Vibrio campbellii	Gammaproteobacteria
680	NZ_CP019297.1	Vibrionales	Proteobacteria	Vibrio	Vibrionaceae	Vibrio campbellii	Gammaproteobacteria
813	NZ_CP016420.1	Chlamydiales	Chlamydiae	Chlamydia	Chlamydiaceae	Chlamydia trachomatis	Chlamydiia
813	NZ_CP016421.1	Chlamydiales	Chlamydiae	Chlamydia	Chlamydiaceae	Chlamydia trachomatis	Chlamydiia
784	NZ_LS398548.1	Rickettsiales	Proteobacteria	Orientia	Rickettsiaceae	Orientia tsutsugamushi	Alphaproteobacteria
305	NZ_CP022784.1	Burkholderiales	Proteobacteria	Ralstonia	Burkholderiaceae	Ralstonia solanacearum	Betaproteobacteria
305	NZ_CP022785.1	Burkholderiales	Proteobacteria	Ralstonia	Burkholderiaceae	Ralstonia solanacearum	Betaproteobacteria
350688	NC_009922.1	Clostridiales	Firmicutes	Alkaliphilus	Clostridiaceae	Alkaliphilus oremlandii	Clostridia
485	NZ_AP018385.1	Neisseriales	Proteobacteria	Neisseria	Neisseriaceae	Neisseria gonorrhoeae	Betaproteobacteria
485	NZ_AP018386.1	Neisseriales	Proteobacteria	Neisseria	Neisseriaceae	Neisseria gonorrhoeae	Betaproteobacteria
485	NZ_AP018387.1	Neisseriales	Proteobacteria	Neisseria	Neisseriaceae	Neisseria gonorrhoeae	Betaproteobacteria
1246994	NZ_CP023401.1	Flavobacteriales	Bacteroidetes	Elizabethkingia	Flavobacteriaceae	Elizabethkingia anophelis	Flavobacteriia
238	NZ_CP016378.1	Flavobacteriales	Bacteroidetes	Elizabethkingia	Flavobacteriaceae	Elizabethkingia meningoseptica	Flavobacteriia
487	NZ_CP031331.1	Neisseriales	Proteobacteria	Neisseria	Neisseriaceae	Neisseria meningitidis	Betaproteobacteria
28035	NZ_CP014022.1	Bacillales	Firmicutes	Staphylococcus	Staphylococcaceae	Staphylococcus lugdunensis	Bacilli
210	NZ_AP017329.1	Campylobacterales	Proteobacteria	Helicobacter	Helicobacteraceae	Helicobacter pylori	Epsilonproteobacteria
864803	NZ_CP006777.1	Clostridiales	Firmicutes	Clostridium	Clostridiaceae	Clostridium beijerinckii	Clostridia
1352576	NZ_CM002120.1	Corynebacteriales	Actinobacteria	Mycobacterium	Mycobacteriaceae	Mycobacterium tuberculosis	Actinobacteria
520	NZ_CP011199.1	Burkholderiales	Proteobacteria	Bordetella	Alcaligenaceae	Bordetella pertussis	Betaproteobacteria
1423	NZ_CP023257.1	Bacillales	Firmicutes	Bacillus	Bacillaceae	Bacillus subtilis	Bacilli
282459	NC_002953.3	Bacillales	Firmicutes	Staphylococcus	Staphylococcaceae	Staphylococcus aureus	Bacilli
282459	NC_005951.1	Bacillales	Firmicutes	Staphylococcus	Staphylococcaceae	Staphylococcus aureus	Bacilli
92706	NZ_CP011309.1	Corynebacteriales	Actinobacteria	Corynebacterium	Corynebacteriaceae	[Brevibacterium] flavum	Actinobacteria
90371	NZ_CP025555.1	Enterobacterales	Proteobacteria	Salmonella	Enterobacteriaceae	Salmonella enterica	Gammaproteobacteria
90371	NZ_CP025556.1	Enterobacterales	Proteobacteria	Salmonella	Enterobacteriaceae	Salmonella enterica	Gammaproteobacteria
1639	NZ_CP009242.1	Bacillales	Firmicutes	Listeria	Listeriaceae	Listeria monocytogenes	Bacilli
1359	NZ_AP018499.1	Lactobacillales	Firmicutes	Lactococcus	Streptococcaceae	Lactococcus lactis	Bacilli
1359	NZ_AP018500.1	Lactobacillales	Firmicutes	Lactococcus	Streptococcaceae	Lactococcus lactis	Bacilli
1359	NZ_AP018501.1	Lactobacillales	Firmicutes	Lactococcus	Streptococcaceae	Lactococcus lactis	Bacilli
1359	NZ_AP018502.1	Lactobacillales	Firmicutes	Lactococcus	Streptococcaceae	Lactococcus lactis	Bacilli
1359	NZ_AP018503.1	Lactobacillales	Firmicutes	Lactococcus	Streptococcaceae	Lactococcus lactis	Bacilli
573	NZ_CP025088.1	Enterobacterales	Proteobacteria	Klebsiella	Enterobacteriaceae	Klebsiella pneumoniae	Gammaproteobacteria
546	NZ_CP024680.1	Enterobacterales	Proteobacteria	Citrobacter	Enterobacteriaceae	Citrobacter freundii	Gammaproteobacteria
546	NZ_CP024681.1	Enterobacterales	Proteobacteria	Citrobacter	Enterobacteriaceae	Citrobacter freundii	Gammaproteobacteria
546	NZ_CP024682.1	Enterobacterales	Proteobacteria	Citrobacter	Enterobacteriaceae	Citrobacter freundii	Gammaproteobacteria
235	NZ_CP033079.1	Rhizobiales	Proteobacteria	Brucella	Brucellaceae	Brucella abortus	Alphaproteobacteria
235	NZ_CP033080.1	Rhizobiales	Proteobacteria	Brucella	Brucellaceae	Brucella abortus	Alphaproteobacteria
292	NZ_CP022083.2	Burkholderiales	Proteobacteria	Burkholderia	Burkholderiaceae	Burkholderia cepacia	Betaproteobacteria
292	NZ_CP022084.2	Burkholderiales	Proteobacteria	Burkholderia	Burkholderiaceae	Burkholderia cepacia	Betaproteobacteria
292	NZ_CP022082.2	Burkholderiales	Proteobacteria	Burkholderia	Burkholderiaceae	Burkholderia cepacia	Betaproteobacteria
292	NZ_CP022081.2	Burkholderiales	Proteobacteria	Burkholderia	Burkholderiaceae	Burkholderia cepacia	Betaproteobacteria
1345707	NZ_CP006751.1	Enterobacterales	Proteobacteria	Yersinia	Yersiniaceae	Yersinia pestis	Gammaproteobacteria
1345707	NZ_CP006750.1	Enterobacterales	Proteobacteria	Yersinia	Yersiniaceae	Yersinia pestis	Gammaproteobacteria
1345707	NZ_CP006749.1	Enterobacterales	Proteobacteria	Yersinia	Yersiniaceae	Yersinia pestis	Gammaproteobacteria
135487	NZ_CP026746.1	Corynebacteriales	Actinobacteria	Nocardia	Nocardiaceae	Nocardia cyriacigeorgica	Actinobacteria
135487	NZ_CP026745.1	Corynebacteriales	Actinobacteria	Nocardia	Nocardiaceae	Nocardia cyriacigeorgica	Actinobacteria
991905	NC_015259.1	unclassified	Proteobacteria	Polymorphum	unclassified	Polymorphum gilvum	Alphaproteobacteria
991905	NC_015258.1	unclassified	Proteobacteria	Polymorphum	unclassified	Polymorphum gilvum	Alphaproteobacteria
59201	NZ_CP032814.1	Enterobacterales	Proteobacteria	Salmonella	Enterobacteriaceae	Salmonella enterica	Gammaproteobacteria
203124	NC_008312.1	Oscillatoriales	Cyanobacteria	Trichodesmium	Microcoleaceae	Trichodesmium erythraeum	unclassified
1236909	NC_021089.1	Rickettsiales	Proteobacteria	Wolbachia	Anaplasmataceae	Wolbachia endosymbiont of Drosophila simulans	Alphaproteobacteria
386043	NC_008555.1	Bacillales	Firmicutes	Listeria	Listeriaceae	Listeria welshimeri	Bacilli
28183	NZ_CP028370.1	unclassified	Spirochaetes	Leptospira	Leptospiraceae	Leptospira santarosai	Spirochaetia
28183	NZ_CP028371.1	unclassified	Spirochaetes	Leptospira	Leptospiraceae	Leptospira santarosai	Spirochaetia
222805	NZ_CP023151.1	Corynebacteriales	Actinobacteria	Mycobacterium	Mycobacteriaceae	Mycobacterium chimaera	Actinobacteria
222805	NZ_CP023152.1	Corynebacteriales	Actinobacteria	Mycobacterium	Mycobacteriaceae	Mycobacterium chimaera	Actinobacteria
222805	NZ_CP023153.1	Corynebacteriales	Actinobacteria	Mycobacterium	Mycobacteriaceae	Mycobacterium chimaera	Actinobacteria
1590	NZ_CP030105.1	Lactobacillales	Firmicutes	Lactobacillus	Lactobacillaceae	Lactobacillus plantarum	Bacilli
1280	NZ_LT996889.1	Bacillales	Firmicutes	Staphylococcus	Staphylococcaceae	Staphylococcus aureus	Bacilli
546	NZ_CP024819.1	Enterobacterales	Proteobacteria	Citrobacter	Enterobacteriaceae	Citrobacter freundii	Gammaproteobacteria
546	NZ_CP024820.1	Enterobacterales	Proteobacteria	Citrobacter	Enterobacteriaceae	Citrobacter freundii	Gammaproteobacteria
29397	NZ_CP018156.1	Lactobacillales	Firmicutes	Lactobacillus	Lactobacillaceae	Lactobacillus delbrueckii	Bacilli
1719	NZ_CP013146.1	Corynebacteriales	Actinobacteria	Corynebacterium	Corynebacteriaceae	Corynebacterium pseudotuberculosis	Actinobacteria
1221522	NZ_CP010945.1	Pseudomonadales	Proteobacteria	Pseudomonas	Pseudomonadaceae	Pseudomonas fluorescens	Gammaproteobacteria
262698	NC_006932.1	Rhizobiales	Proteobacteria	Brucella	Brucellaceae	Brucella abortus	Alphaproteobacteria
262698	NC_006933.1	Rhizobiales	Proteobacteria	Brucella	Brucellaceae	Brucella abortus	Alphaproteobacteria
548	NZ_LR134276.1	Enterobacterales	Proteobacteria	Klebsiella	Enterobacteriaceae	Klebsiella aerogenes	Gammaproteobacteria
548	NZ_LR134277.1	Enterobacterales	Proteobacteria	Klebsiella	Enterobacteriaceae	Klebsiella aerogenes	Gammaproteobacteria
548	NZ_LR134278.1	Enterobacterales	Proteobacteria	Klebsiella	Enterobacteriaceae	Klebsiella aerogenes	Gammaproteobacteria
548	NZ_LR134279.1	Enterobacterales	Proteobacteria	Klebsiella	Enterobacteriaceae	Klebsiella aerogenes	Gammaproteobacteria
548	NZ_LR134280.1	Enterobacterales	Proteobacteria	Klebsiella	Enterobacteriaceae	Klebsiella aerogenes	Gammaproteobacteria
548	NZ_LR134281.1	Enterobacterales	Proteobacteria	Klebsiella	Enterobacteriaceae	Klebsiella aerogenes	Gammaproteobacteria
880074	NZ_CP007034.1	Bacteroidales	Bacteroidetes	Barnesiella	Barnesiellaceae	Barnesiella viscericola	Bacteroidia
907267	NC_021889.1	Chlamydiales	Chlamydiae	Chlamydia	Chlamydiaceae	Chlamydia trachomatis	Chlamydiia
562	NZ_LT615371.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
1719	NZ_CP034411.1	Corynebacteriales	Actinobacteria	Corynebacterium	Corynebacteriaceae	Corynebacterium pseudotuberculosis	Actinobacteria
562	NZ_CP029741.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_CP029742.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_CP029743.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_CP029744.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
897	NZ_CP019913.2	Desulfobacterales	Proteobacteria	Desulfococcus	Desulfobacteraceae	Desulfococcus multivorans	Deltaproteobacteria
562	NZ_CP017220.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_CP017221.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_CP017222.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_CP017223.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_CP017224.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_CP017225.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
1055527	NC_017063.1	Campylobacterales	Proteobacteria	Helicobacter	Helicobacteraceae	Helicobacter pylori	Epsilonproteobacteria
1055527	NC_017064.1	Campylobacterales	Proteobacteria	Helicobacter	Helicobacteraceae	Helicobacter pylori	Epsilonproteobacteria
425104	NC_009831.1	Alteromonadales	Proteobacteria	Shewanella	Shewanellaceae	Shewanella sediminis	Gammaproteobacteria
382	NZ_CP021808.1	Rhizobiales	Proteobacteria	Sinorhizobium	Rhizobiaceae	Sinorhizobium meliloti	Alphaproteobacteria
382	NZ_CP021811.1	Rhizobiales	Proteobacteria	Sinorhizobium	Rhizobiaceae	Sinorhizobium meliloti	Alphaproteobacteria
382	NZ_CP021809.1	Rhizobiales	Proteobacteria	Sinorhizobium	Rhizobiaceae	Sinorhizobium meliloti	Alphaproteobacteria
382	NZ_CP021810.1	Rhizobiales	Proteobacteria	Sinorhizobium	Rhizobiaceae	Sinorhizobium meliloti	Alphaproteobacteria
1639	NZ_CP029372.1	Bacillales	Firmicutes	Listeria	Listeriaceae	Listeria monocytogenes	Bacilli
1168865	NC_017945.2	Corynebacteriales	Actinobacteria	Corynebacterium	Corynebacteriaceae	Corynebacterium pseudotuberculosis	Actinobacteria
562	NZ_CP027105.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_CP027106.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
861299	NZ_CP007128.1	Gemmatimonadales	Gemmatimonadetes	Gemmatirosa	Gemmatimonadaceae	Gemmatirosa kalamazoonesis	Gemmatimonadetes
861299	NZ_CP007129.1	Gemmatimonadales	Gemmatimonadetes	Gemmatirosa	Gemmatimonadaceae	Gemmatirosa kalamazoonesis	Gemmatimonadetes
861299	NZ_CP007127.1	Gemmatimonadales	Gemmatimonadetes	Gemmatirosa	Gemmatimonadaceae	Gemmatirosa kalamazoonesis	Gemmatimonadetes
861299	NZ_CP007130.1	Gemmatimonadales	Gemmatimonadetes	Gemmatirosa	Gemmatimonadaceae	Gemmatirosa kalamazoonesis	Gemmatimonadetes
82348	NZ_CP022601.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus pluranimalium	Bacilli
941187	NZ_CP019181.1	Enterobacterales	Proteobacteria	Salmonella	Enterobacteriaceae	Salmonella enterica	Gammaproteobacteria
941187	NZ_CP019182.1	Enterobacterales	Proteobacteria	Salmonella	Enterobacteriaceae	Salmonella enterica	Gammaproteobacteria
487	NZ_CP016673.1	Neisseriales	Proteobacteria	Neisseria	Neisseriaceae	Neisseria meningitidis	Betaproteobacteria
1491	NZ_CP014151.1	Clostridiales	Firmicutes	Clostridium	Clostridiaceae	Clostridium botulinum	Clostridia
1491	NZ_CP014152.1	Clostridiales	Firmicutes	Clostridium	Clostridiaceae	Clostridium botulinum	Clostridia
682634	NC_021591.1	Enterobacterales	Proteobacteria	Serratia	Yersiniaceae	Serratia plymuthica	Gammaproteobacteria
682634	NC_021594.1	Enterobacterales	Proteobacteria	Serratia	Yersiniaceae	Serratia plymuthica	Gammaproteobacteria
1402	NZ_CP014793.1	Bacillales	Firmicutes	Bacillus	Bacillaceae	Bacillus licheniformis	Bacilli
1564506	NZ_CP015039.1	Rhodobacterales	Proteobacteria	Rhodovulum	Rhodobacteraceae	Rhodovulum sp. P5	Alphaproteobacteria
1564506	NZ_CP015040.1	Rhodobacterales	Proteobacteria	Rhodovulum	Rhodobacteraceae	Rhodovulum sp. P5	Alphaproteobacteria
1564506	NZ_CP015041.1	Rhodobacterales	Proteobacteria	Rhodovulum	Rhodobacteraceae	Rhodovulum sp. P5	Alphaproteobacteria
1564506	NZ_CP015042.1	Rhodobacterales	Proteobacteria	Rhodovulum	Rhodobacteraceae	Rhodovulum sp. P5	Alphaproteobacteria
1564506	NZ_CP015043.1	Rhodobacterales	Proteobacteria	Rhodovulum	Rhodobacteraceae	Rhodovulum sp. P5	Alphaproteobacteria
1191459	NZ_CP003560.1	Cytophagales	Bacteroidetes	Flammeovirga	Flammeovirgaceae	Flammeovirga sp. MY04	Cytophagia
1191459	NZ_CP003561.1	Cytophagales	Bacteroidetes	Flammeovirga	Flammeovirgaceae	Flammeovirga sp. MY04	Cytophagia
1191459	NZ_CP003562.1	Cytophagales	Bacteroidetes	Flammeovirga	Flammeovirgaceae	Flammeovirga sp. MY04	Cytophagia
1359	NZ_CP015894.1	Lactobacillales	Firmicutes	Lactococcus	Streptococcaceae	Lactococcus lactis	Bacilli
1359	NZ_CP016685.1	Lactobacillales	Firmicutes	Lactococcus	Streptococcaceae	Lactococcus lactis	Bacilli
1359	NZ_CP016686.1	Lactobacillales	Firmicutes	Lactococcus	Streptococcaceae	Lactococcus lactis	Bacilli
1359	NZ_CP016687.1	Lactobacillales	Firmicutes	Lactococcus	Streptococcaceae	Lactococcus lactis	Bacilli
1359	NZ_CP016688.1	Lactobacillales	Firmicutes	Lactococcus	Streptococcaceae	Lactococcus lactis	Bacilli
1359	NZ_CP016689.1	Lactobacillales	Firmicutes	Lactococcus	Streptococcaceae	Lactococcus lactis	Bacilli
1359	NZ_CP016690.1	Lactobacillales	Firmicutes	Lactococcus	Streptococcaceae	Lactococcus lactis	Bacilli
1359	NZ_CP034596.1	Lactobacillales	Firmicutes	Lactococcus	Streptococcaceae	Lactococcus lactis	Bacilli
1311	NZ_CP025027.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus agalactiae	Bacilli
1055541	NZ_CP028122.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
1055541	NZ_CP028120.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
1055541	NZ_CP028121.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
1055541	NZ_CP028123.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
693982	NC_015590.1	Rhizobiales	Proteobacteria	Sinorhizobium	Rhizobiaceae	Sinorhizobium meliloti	Alphaproteobacteria
693982	NC_015596.1	Rhizobiales	Proteobacteria	Sinorhizobium	Rhizobiaceae	Sinorhizobium meliloti	Alphaproteobacteria
693982	NC_015591.1	Rhizobiales	Proteobacteria	Sinorhizobium	Rhizobiaceae	Sinorhizobium meliloti	Alphaproteobacteria
693982	NC_015597.1	Rhizobiales	Proteobacteria	Sinorhizobium	Rhizobiaceae	Sinorhizobium meliloti	Alphaproteobacteria
693982	NC_015592.1	Rhizobiales	Proteobacteria	Sinorhizobium	Rhizobiaceae	Sinorhizobium meliloti	Alphaproteobacteria
1208919	NC_020294.1	unclassified	Proteobacteria	Candidatus Kinetoplastibacterium	unclassified	Candidatus Kinetoplastibacterium desouzaii	Betaproteobacteria
312306	NZ_CP034337.1	Pseudomonadales	Proteobacteria	Pseudomonas	Pseudomonadaceae	Pseudomonas entomophila	Gammaproteobacteria
1280	NZ_CP014791.1	Bacillales	Firmicutes	Staphylococcus	Staphylococcaceae	Staphylococcus aureus	Bacilli
1280	NZ_CP029080.1	Bacillales	Firmicutes	Staphylococcus	Staphylococcaceae	Staphylococcus aureus	Bacilli
1280	NZ_CP029079.1	Bacillales	Firmicutes	Staphylococcus	Staphylococcaceae	Staphylococcus aureus	Bacilli
387	NZ_CP025509.1	Rhizobiales	Proteobacteria	Rhizobium	Rhizobiaceae	Rhizobium leguminosarum	Alphaproteobacteria
387	NZ_CP025507.1	Rhizobiales	Proteobacteria	Rhizobium	Rhizobiaceae	Rhizobium leguminosarum	Alphaproteobacteria
387	NZ_CP025508.1	Rhizobiales	Proteobacteria	Rhizobium	Rhizobiaceae	Rhizobium leguminosarum	Alphaproteobacteria
387	NZ_CP025505.1	Rhizobiales	Proteobacteria	Rhizobium	Rhizobiaceae	Rhizobium leguminosarum	Alphaproteobacteria
387	NZ_CP025510.1	Rhizobiales	Proteobacteria	Rhizobium	Rhizobiaceae	Rhizobium leguminosarum	Alphaproteobacteria
387	NZ_CP025506.1	Rhizobiales	Proteobacteria	Rhizobium	Rhizobiaceae	Rhizobium leguminosarum	Alphaproteobacteria
336810	NZ_CP029010.1	Flavobacteriales	Bacteroidetes	Candidatus Sulcia	unclassified	Candidatus Sulcia muelleri	Flavobacteriia
1412834	NZ_CP009578.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
1412834	NZ_CP009579.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
1412834	NZ_CP009580.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
1412834	NZ_CP009581.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
1412834	NZ_CP009582.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
1825069	NZ_CP015196.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus marmotae	Bacilli
1825069	NZ_CP015197.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus marmotae	Bacilli
1825069	NZ_CP015198.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus marmotae	Bacilli
580165	NZ_CP024109.1	Bacillales	Firmicutes	Bacillus	Bacillaceae	Bacillus cytotoxicus	Bacilli
580165	NZ_CP024110.1	Bacillales	Firmicutes	Bacillus	Bacillaceae	Bacillus cytotoxicus	Bacilli
562	NZ_CP034794.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_CP034795.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
1262452	NZ_CP003987.1	Streptomycetales	Actinobacteria	Streptomyces	Streptomycetaceae	Streptomyces sp. 769	Actinobacteria
1262452	NZ_CP003988.1	Streptomycetales	Actinobacteria	Streptomyces	Streptomycetaceae	Streptomyces sp. 769	Actinobacteria
1453495	NZ_CP009781.1	Enterobacterales	Proteobacteria	Yersinia	Yersiniaceae	Yersinia aldovae	Gammaproteobacteria
1352	NZ_CP012430.1	Lactobacillales	Firmicutes	Enterococcus	Enterococcaceae	Enterococcus faecium	Bacilli
1352	NZ_CP012432.1	Lactobacillales	Firmicutes	Enterococcus	Enterococcaceae	Enterococcus faecium	Bacilli
1352	NZ_CP012431.1	Lactobacillales	Firmicutes	Enterococcus	Enterococcaceae	Enterococcus faecium	Bacilli
1352	NZ_CP012435.1	Lactobacillales	Firmicutes	Enterococcus	Enterococcaceae	Enterococcus faecium	Bacilli
1352	NZ_CP012434.1	Lactobacillales	Firmicutes	Enterococcus	Enterococcaceae	Enterococcus faecium	Bacilli
1352	NZ_CP012433.1	Lactobacillales	Firmicutes	Enterococcus	Enterococcaceae	Enterococcus faecium	Bacilli
1265309	NZ_CP015230.1	Rhodobacterales	Proteobacteria	Epibacterium	Rhodobacteraceae	Epibacterium mobile	Alphaproteobacteria
1265309	NZ_CP015231.1	Rhodobacterales	Proteobacteria	Epibacterium	Rhodobacteraceae	Epibacterium mobile	Alphaproteobacteria
1265309	NZ_CP015232.1	Rhodobacterales	Proteobacteria	Epibacterium	Rhodobacteraceae	Epibacterium mobile	Alphaproteobacteria
1265309	NZ_CP015233.1	Rhodobacterales	Proteobacteria	Epibacterium	Rhodobacteraceae	Epibacterium mobile	Alphaproteobacteria
1265309	NZ_CP015234.1	Rhodobacterales	Proteobacteria	Epibacterium	Rhodobacteraceae	Epibacterium mobile	Alphaproteobacteria
662755	NC_015673.1	Corynebacteriales	Actinobacteria	Corynebacterium	Corynebacteriaceae	Corynebacterium resistens	Actinobacteria
1392	NZ_CP012723.1	Bacillales	Firmicutes	Bacillus	Bacillaceae	Bacillus anthracis	Bacilli
47883	NZ_CP027754.1	Pseudomonadales	Proteobacteria	Pseudomonas	Pseudomonadaceae	Pseudomonas synxantha	Gammaproteobacteria
1238	NZ_CP013762.1	Thiotrichales	Proteobacteria	Piscirickettsia	Piscirickettsiaceae	Piscirickettsia salmonis	Gammaproteobacteria
1238	NZ_CP013763.1	Thiotrichales	Proteobacteria	Piscirickettsia	Piscirickettsiaceae	Piscirickettsia salmonis	Gammaproteobacteria
1238	NZ_CP013764.1	Thiotrichales	Proteobacteria	Piscirickettsia	Piscirickettsiaceae	Piscirickettsia salmonis	Gammaproteobacteria
1238	NZ_CP013765.1	Thiotrichales	Proteobacteria	Piscirickettsia	Piscirickettsiaceae	Piscirickettsia salmonis	Gammaproteobacteria
1238	NZ_CP013766.1	Thiotrichales	Proteobacteria	Piscirickettsia	Piscirickettsiaceae	Piscirickettsia salmonis	Gammaproteobacteria
1238	NZ_CP013767.1	Thiotrichales	Proteobacteria	Piscirickettsia	Piscirickettsiaceae	Piscirickettsia salmonis	Gammaproteobacteria
592029	NC_020156.1	Flavobacteriales	Bacteroidetes	Nonlabens	Flavobacteriaceae	Nonlabens dokdonensis	Flavobacteriia
197	NZ_CP010464.1	Campylobacterales	Proteobacteria	Campylobacter	Campylobacteraceae	Campylobacter jejuni	Epsilonproteobacteria
1267766	NZ_CP011452.2	Sphingomonadales	Proteobacteria	Altererythrobacter	Erythrobacteraceae	Altererythrobacter atlanticus	Alphaproteobacteria
1267766	NZ_CP011453.2	Sphingomonadales	Proteobacteria	Altererythrobacter	Erythrobacteraceae	Altererythrobacter atlanticus	Alphaproteobacteria
580049	NC_012686.1	Chlamydiales	Chlamydiae	Chlamydia	Chlamydiaceae	Chlamydia trachomatis	Chlamydiia
450378	NZ_CP019602.1	Sphingomonadales	Proteobacteria	Croceicoccus	Erythrobacteraceae	Croceicoccus marinus	Alphaproteobacteria
450378	NZ_CP019603.1	Sphingomonadales	Proteobacteria	Croceicoccus	Erythrobacteraceae	Croceicoccus marinus	Alphaproteobacteria
450378	NZ_CP019604.1	Sphingomonadales	Proteobacteria	Croceicoccus	Erythrobacteraceae	Croceicoccus marinus	Alphaproteobacteria
572264	NC_012472.1	Bacillales	Firmicutes	Bacillus	Bacillaceae	Bacillus cereus	Bacilli
572264	NC_012473.1	Bacillales	Firmicutes	Bacillus	Bacillaceae	Bacillus cereus	Bacilli
562	NZ_CP014583.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_CP012493.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_CP012492.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
