ARO:3000498ErmF,ARO:3003559cepA,ARO:3003318Streptomyces,ARO:3003730Bifidobacteria,ARO:3001214mdtM,ARO:3002868dfrG,ARO:3003318Streptomyces,ARO:3003730Bifidobacteria,ARO:3002062CMY-51,ARO:3002069CMY-59,ARO:3002079CMY-66,ARO:3002080CMY-67,ARO:3003773Clostridium,ARO:3000179tet(L),ARO:3000195tetB(P),ARO:3002175MIR-10,ARO:3004042Enterobacter,ARO:3002804FosA2,ARO:3003171ACT-36,ARO:3004042Enterobacter,ARO:3000616mel,ARO:3002438OKP-B-5,ARO:3002875dfrE,ARO:3003551emeA,ARO:3003949efrB,ARO:3004089ANT(3'')-IIa,ARO:3002556AAC(6')-Ii,ARO:3002819msrC,ARO:3000191tetQ,ARO:3000832evgA,ARO:3004039Escherichia,ARO:3002174MIR-9,ARO:3003548mdtN,ARO:3000024patA,ARO:3002985arnA,ARO:3003209FosA5,ARO:3000823ramA,ARO:3002399OXY-2-4,ARO:3001327mdtK,ARO:3002412OXY-5-2,ARO:3002415OXY-6-3,ARO:3002641APH(3')-Ia,ARO:3003056smeE,ARO:3004041Klebsiella,ARO:3004580Klebsiella,ARO:3004583Klebsiella,ARO:3003922oqxA,ARO:3001140SHV-86,ARO:3000190tetO,ARO:3000216acrB,ARO:3000815mgrA,ARO:3003905ANT(4')-Ib,ARO:3000617mecA,ARO:3002865dfrC,ARO:3000316mphA,ARO:3002405OXY-2-10,ARO:3003774Streptococcus
7.753676869971057,7.473298524282748,0.31542250045149745,1.3665143205815862,0.0,1.3376954236015313,0.31542250045149745,1.3665143205815862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469395081720546,0.0,3.5213199919868283,0.9476839427166468,2.16644444590191,0.0,0.0,0.0,4.431197196923618,6.705148559851238,6.536599527697314,0.0,4.503275652014848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7604706860200486,0.0,0.0,0.5565349381399854,0.0,0.0,0.0,0.0,2.346610369159062,2.2192582087753334,0.0,0.0,0.5581277629751253,0.0,0.0,0.0,0.575851825580778
0.0,0.0,0.5042744506369541,2.6387643642731624,0.0,5.0124079048383186,0.5042744506369541,2.6387643642731624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18140203429325075,0.0,5.291227651300517,3.181903373683149,2.8670374393228517,9.215737672693178,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.19289577142575,7.803590842379861,8.551272959332543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5132982413039044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1153417475661,5.0261018537572095,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13336866158156505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.903721244347446,7.573203222215077,8.284721581958726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13490219553809113,2.803900866812836,0.7849781322892017,1.3240755257559462,3.6307168599336053,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.776943937342644,13.67088356901032,4.353571175071609,16.096873749031428,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5988094559012227,0.0,3.4261695093108724,0.0,2.6826921482988517,0.0,0.0,2.6826921482988517,0.4666970387383397,0.0,8.912311440571605,4.298295275852568,4.697079743075441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39890315311108615,0.0,0.0,0.0,0.9169145431178518,1.0794022745693999,0.0,0.0,0.0,0.0,0.0,1.0168680714504217,4.420152712285928,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9299239030378432,0.0,0.0,2.9299239030378432,0.0,4.063100046721469,0.0,0.0,0.0,0.0,0.0,0.0,0.8174212069789558,2.623722703376356,0.0,0.0,0.0,0.0,2.156078451189859,15.279195902100312,0.0,0.0,0.0,0.0,0.0,0.0,1.4615627316766358,6.881656940771491,8.83738135033439,15.411660293941766,6.529883706004092,0.0,0.0,2.2099191875371087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.1277328095359662,5.3152541923855,0.0,0.0,1.1277328095359662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.924032431110861,8.799492626520074,2.550987798110204,2.924032431110861,0.0,0.0,12.248841546060946,6.2609973304383,6.974202469978358,0.0,0.0,0.0,0.0,8.164196612143638,5.033152418914186,0.0,5.149446239234764,0.0,0.0,0.0,0.0,0.0,1.7056495574276194,0.0,0.0,0.0,0.7108772753200615,3.567430893906856,3.583485957433365,2.40090578094284,4.563221611955498,0.0,0.0,2.5744147668174358,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2082147318613163,0.0,0.0,3.2082147318613163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6720595353817067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1857859737524157,1.4767363129065898,0.0,0.0,0.0,0.0,0.0,1.319567427733063,9.960358745774048,7.651924822442982,2.9705007208854703,10.421166492092613,0.0,0.0,0.0
0.0,0.0,1.0378529499498073,2.299560084957465,3.37892451547052,0.0,1.0378529499498073,2.299560084957465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6572182155730446,2.1599604326847164,2.137261129882372,3.6572182155730446,1.2130322265406508,0.0,5.772139294478621,3.0925083769729413,3.9007284492774335,0.0,0.0,0.0,0.0,5.585375996014733,6.582418709591571,0.0,4.231316423831603,0.5428573122853624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8311991898863769,0.0,0.0,3.108286480937089,0.0,0.4792412210019215,2.034061275099432,0.0,2.876568806160096,0.4584669378792672,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.3307794168655798,0.0,0.0,0.0,1.3307794168655798,0.0,0.0,0.0,0.0,1.2518853806379922,0.0,2.91195815208466,3.0446960155211245,5.409232670602297,10.383828125965227,0.0,5.409232670602297,5.2316796540254735,0.0,2.900169781583957,2.2100620768606096,1.9712007374686615,0.0,0.0,0.0,0.0,7.977399580353287,8.910231121245877,2.279488110688692,4.831286145351958,0.0,0.7217617103489485,0.0,9.304591023432556,0.0,3.442877713626156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65993098312934,0.0,1.9235119429200176,2.441141504038415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0149214439276382,1.4644924738242224,6.708709721134464,0.0,1.0149214439276382,1.4644924738242224,0.0,0.0,0.0,0.0,0.0,2.265488170186802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.742431154573951,3.815957972313817,4.76193238251072,0.0,0.0,0.0,0.0,11.554063604582813,15.730655099490207,0.0,7.64586884291645,0.0,0.0,0.0,0.0,0.0,1.5042204137369628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2470782884460183,0.0,0.0,0.0,1.833543493864188,0.0,0.0,0.0
0.0,0.0,0.3711531119921626,2.448908760715905,1.045376054716166,0.0,0.3711531119921626,2.448908760715905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3922269306548,0.0,0.0,1.3922269306548,0.0,0.0,7.535492149592326,4.085587032840418,4.635111074276943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.571446113496157,3.4371964679067544,5.120554658110801,0.9045253862912512,0.0,0.0,0.0,0.0,3.3534372902164336,2.1594362879544007,2.3753799167498406,0.0,0.0,0.0,1.3319061595027666,3.743961610814935,0.0,1.6303796100826746,5.344590485070867,0.0,2.390310146550436,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.411436134015947,7.282168408208015,8.282966940865274,0.4341562652911397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.054418985888452,0.0,2.4296790142720317,7.258707869184997,0.0,0.0,0.0
0.0,0.0,0.64932889447235,0.0,0.0,0.0,0.64932889447235,0.0,0.0,0.0,0.0,0.0,0.4147246052892214,0.0,1.8924808293025033,0.0,0.0,0.0,0.0,0.0,0.5822488300858527,0.0,1.4326850000900375,1.5427607867408444,2.3263880626142672,0.0,11.031660946255343,4.831593656158273,0.0,10.112047672330467,15.917370562795627,0.0,6.57158735930688,0.23465117416987816,0.0,0.0,0.0,0.0,1.0795437136572072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.987237134695144,2.8724261119431853,0.0,0.5219602889999259,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.635956724260129,0.0,3.498093464236504,0.0,5.358464554406544,0.0,0.0,5.358464554406544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.255704281408407,0.0,0.0,1.9296205330615328,0.0,0.0,7.88467606799284,6.533367333615629,0.0,0.0,0.0,0.0,0.0,0.0,5.030976817127176,9.677815581293533,6.0344496670287935,5.350686074713779,0.0,0.0,2.1089620634281148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9788116764178639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6081413798383077,0.0,0.0,0.6081413798383077,0.0,2.6714940570958845,11.796876839488124,6.257495845367483,6.970817318481287,0.0,2.1983147486761867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.847807520092891,12.14953067433464,0.0,0.0,0.0,0.0,0.0,0.0,0.8453532722694619,6.0057277950147405,6.336518961872058,8.833087672315934,6.121196146707578,0.0,1.3750199319257963,1.7483511624889578,0.0,3.982843341035333,1.3154151815134676,3.2239553511417576,0.0,0.0,0.0
