Treatment,ARO:3000319mphC,ARO:3003033mexY,ARO:3001082SHV-24,ARO:3000958TEM-91,ARO:3003551emeA,ARO:3002868dfrG,ARO:3003705mexN,ARO:3003699mexQ,ARO:3001115SHV-60,ARO:3001160SHV-111,ARO:3003954efmA,ARO:3001177SHV-133,ARO:3003046qacA,ARO:3002069CMY-59,ARO:3001057TEM-198,ARO:3004588Klebsiella,ARO:3000804MexF,ARO:3002985arnA,ARO:3000808mexI,ARO:3004075MuxC,ARO:3004074MuxB,ARO:3003693mexK,ARO:3000318mphB,ARO:3000025patB,ARO:3000024patA,ARO:3000822pmrA,ARO:3003774Streptococcus,ARO:3002865dfrC,ARO:3002660APH(6)-Id,ARO:3002867dfrF,ARO:3000928TEM-59,ARO:3001075SHV-16,ARO:3000934TEM-67,ARO:3000882TEM-10,ARO:3000922TEM-53,ARO:3000923TEM-54,ARO:3001076SHV-18,ARO:3001060SHV-2,ARO:3001072SHV-13,ARO:3003052smeB,ARO:3000936TEM-70,ARO:3000946TEM-79,ARO:3000942TEM-76,ARO:3000937TEM-71,ARO:3001083SHV-25,ARO:3001073SHV-14,ARO:3001084SHV-26,ARO:3000616mel,ARO:3000375ErmB,ARO:3001085SHV-27,ARO:3001086SHV-28,ARO:3001087SHV-29,ARO:3002639APH(3'')-Ib,ARO:3002819msrC,ARO:3000947TEM-80,ARO:3000957TEM-90,ARO:3000948TEM-81,ARO:3000949TEM-82,ARO:3000950TEM-83,ARO:3000951TEM-84,ARO:3001094SHV-36,ARO:3002397OXY-2-2,ARO:3000964TEM-101,ARO:3000971TEM-108,ARO:3000967TEM-104,ARO:3000968TEM-105,ARO:3000879TEM-7,ARO:3003047qacB,ARO:3000978TEM-115,ARO:3001098SHV-40,ARO:3001099SHV-41,ARO:3001100SHV-42,ARO:3004144AxyY,ARO:3002875dfrE,ARO:3001074SHV-15,ARO:3004122Klebsiella,ARO:3000939TEM-73,ARO:3000194tetW,ARO:3000935TEM-68,ARO:3003056smeE,ARO:3000952TEM-85,ARO:3000953TEM-86,ARO:3000962TEM-95,ARO:3000599Erm(33),ARO:3004041Klebsiella,ARO:3000960TEM-93,ARO:3000900TEM-30,ARO:3003835cdeA,ARO:3000999TEM-135,ARO:3002434OKP-B-1,ARO:3000993TEM-129,ARO:3002400OXY-2-5,ARO:3001116SHV-61,ARO:3001117SHV-62,ARO:3000994TEM-130,ARO:3002390OXY-1-2,ARO:3002396OXY-2-1,ARO:3002412OXY-5-2,ARO:3002414OXY-6-2,ARO:3002415OXY-6-3,ARO:3001071SHV-12,ARO:3000873TEM-1,ARO:3001007TEM-144,ARO:3002435OKP-B-2,ARO:3002436OKP-B-3,ARO:3002437OKP-B-4,ARO:3002440OKP-B-7,ARO:3002441OKP-B-8,ARO:3002442OKP-B-9,ARO:3001138SHV-84,ARO:3001015TEM-148,ARO:3001125SHV-71,ARO:3001126SHV-72,ARO:3001128SHV-74,ARO:3001129SHV-75,ARO:3001131SHV-77,ARO:3001132SHV-78,ARO:3001133SHV-79,ARO:3001134SHV-80,ARO:3001135SHV-81,ARO:3001136SHV-82,ARO:3001137SHV-83,ARO:3001017TEM-150,ARO:3001001TEM-137,ARO:3000886TEM-15,ARO:3002439OKP-B-6,ARO:3002438OKP-B-5,ARO:3002450OKP-B-17,ARO:3002453OKP-B-20,ARO:3001022TEM-156,ARO:3001336SHV-98,ARO:3001337SHV-99,ARO:3001156SHV-107,ARO:3000186tetM,ARO:3000501Nocardia,ARO:3004580Klebsiella,ARO:3004583Klebsiella,ARO:3000263marA,ARO:3000828baeR,ARO:3000491acrD,ARO:3000508gadX,ARO:3000795mdtE,ARO:3000518CRP,ARO:3003550mdtP,ARO:3003549mdtO,ARO:3003548mdtN,ARO:3000829baeS,ARO:3000027emrA,ARO:3003576eptA,ARO:3004612Escherichia,ARO:3004597Klebsiella,ARO:3000955TEM-88,ARO:3001092SHV-34,ARO:3001090SHV-32,ARO:3000965TEM-102,ARO:3002403OXY-2-8,ARO:3000412sul2,ARO:3001093SHV-35,ARO:3000973TEM-110,ARO:3002391OXY-1-3,ARO:3002392OXY-1-4,ARO:3002401OXY-2-6,ARO:3002398OXY-2-3,ARO:3001096SHV-38,ARO:3000963TEM-96,ARO:3000969TEM-106,ARO:3000970TEM-107,ARO:3000980TEM-117,ARO:3000941TEM-75,ARO:3000981TEM-118,ARO:3001104SHV-46,ARO:3001113SHV-57,ARO:3000300lsaA,ARO:3000982TEM-120,ARO:3001102SHV-44,ARO:3001105SHV-48,ARO:3000983TEM-121,ARO:3001089SHV-31,ARO:3001107SHV-50,ARO:3001108SHV-51,ARO:3000984TEM-122,ARO:3000985TEM-123,ARO:3000986TEM-124,ARO:3000989TEM-127,ARO:3000990TEM-128,ARO:3000996TEM-132,ARO:3000997TEM-133,ARO:3001106SHV-49,ARO:3000391norA,ARO:3000975TEM-112,ARO:3000977TEM-114,ARO:3001110SHV-53,ARO:3000972TEM-109,ARO:3000988TEM-126,ARO:3000026mepA,ARO:3001088SHV-30,ARO:3002628aad(6),ARO:3001114SHV-59,ARO:3000565tet(38),ARO:3001000TEM-136,ARO:3000883TEM-11,ARO:3001004TEM-141,ARO:3000832evgA,ARO:3000676H-NS,ARO:3000830cpxA,ARO:3000746mepR,ARO:3000124mecI,ARO:3000815mgrA,ARO:3002983amrB,ARO:3002641APH(3')-Ia,ARO:3004572Staphylococcys,ARO:3000839arlS,ARO:3003773Clostridium,ARO:3000215mecR1,ARO:3000621PC1,ARO:3001329mdtG,ARO:3003730Bifidobacteria,ARO:3002647APH(3')-IIIa,ARO:3001301RlmA(II),ARO:3001327mdtK,ARO:3003838gadW,ARO:3000838arlR,ARO:3000316mphA,ARO:3000254emrY,ARO:3000206emrK,ARO:3001124SHV-70,ARO:3001003TEM-139,ARO:3001006TEM-143,ARO:3001012TEM-145,ARO:3001013TEM-146,ARO:3001119SHV-64,ARO:3001120SHV-65,ARO:3001121SHV-66,ARO:3001122SHV-67,ARO:3001123SHV-69,ARO:3001141SHV-89,ARO:3001014TEM-147,ARO:3000924TEM-55,ARO:3001139SHV-85,ARO:3001140SHV-86,ARO:3001021TEM-155,ARO:3004042Enterobacter,ARO:3002830vgaALC,ARO:3001144SHV-92,ARO:3001023TEM-157,ARO:3001025TEM-159,ARO:3001026TEM-160,ARO:3001145SHV-93,ARO:3001146SHV-94,ARO:3001148SHV-96,ARO:3001147SHV-95,ARO:3001149SHV-97,ARO:3001028TEM-162,ARO:3001024TEM-158,ARO:3001151SHV-102,ARO:3001152SHV-103,ARO:3001150SHV-101,ARO:3001030TEM-164,ARO:3001153SHV-104,ARO:3001118SHV-63,ARO:3003922oqxA,ARO:3003923oqxB,ARO:3001158SHV-109,ARO:3002804FosA2,ARO:3001112SHV-56,ARO:3001029TEM-163,ARO:3001032TEM-166,ARO:3000926TEM-57,ARO:3001059SHV-1,ARO:3000237tolC,ARO:3002404OXY-2-9,ARO:3002405OXY-2-10,ARO:3001020TEM-154,ARO:3001035TEM-169,ARO:3001034TEM-168,ARO:3004611Escherichia,ARO:3000910TEM-40,ARO:3001375TEM-184,ARO:3001037TEM-171,ARO:3001170SHV-123,ARO:3001171SHV-124,ARO:3001172SHV-125,ARO:3001173SHV-126,ARO:3001174SHV-127,ARO:3003905ANT(4')-Ib,ARO:3000903TEM-33,ARO:3001041TEM-176,ARO:3002597AAC(6')-Ie-APH(2'')-Ia,ARO:3001176SHV-129,ARO:3001175SHV-128,ARO:3001347SHV-164,ARO:3001394TEM-217,ARO:3001351SHV-183,ARO:3003949efrB,ARO:3001178SHV-134,ARO:3001157SHV-108,ARO:3001169SHV-122,ARO:3001373TEM-182,ARO:3001045TEM-183,ARO:3001179SHV-135,ARO:3001168SHV-121,ARO:3001181SHV-137,ARO:3001056TEM-197,ARO:3001159SHV-110,ARO:3001374TEM-185,ARO:3001167SHV-120,ARO:3001052TEM-192,ARO:3000410sul1,ARO:3001048TEM-188,ARO:3001046TEM-186,ARO:3001049TEM-189,ARO:3001050TEM-190,ARO:3002079CMY-66,ARO:3001184SHV-142,ARO:3001376TEM-196,ARO:3001344SHV-143,ARO:3001183SHV-141,ARO:3001328Escherichia,ARO:3002080CMY-67,ARO:3000823ramA,ARO:3002062CMY-51,ARO:3001345SHV-144,ARO:3001185SHV-145,ARO:3000890TEM-19,ARO:3001058TEM-199,ARO:3001186SHV-147,ARO:3001187SHV-148,ARO:3001188SHV-149,ARO:3001189SHV-150,ARO:3001190SHV-151,ARO:3001191SHV-152,ARO:3001192SHV-153,ARO:3001193SHV-154,ARO:3001194SHV-155,ARO:3001195SHV-156,ARO:3001197SHV-158,ARO:3001198SHV-159,ARO:3001199SHV-160,ARO:3001200SHV-161,ARO:3001201SHV-162,ARO:3001202SHV-163,ARO:3001203SHV-165,ARO:3001091SHV-33,ARO:3001378TEM-201,ARO:3001836ACT-14,ARO:3001352SHV-168,ARO:3001369TEM-153,ARO:3000617mecA,ARO:3000904TEM-34,ARO:3001383TEM-206,ARO:3001384TEM-207,ARO:3001385TEM-208,ARO:3001386TEM-209,ARO:3001356SHV-172,ARO:3001357SHV-173,ARO:3001828ACT-23,ARO:3001842ACT-21,ARO:3002626ANT(6)-Ia,ARO:3001390TEM-213,ARO:3001362SHV-179,ARO:3001361SHV-178,ARO:3001393TEM-216,ARO:3001838ACT-17,ARO:3001839ACT-18,ARO:3001844ACT-24,ARO:3001340SHV-119,ARO:3001852ACT-32,ARO:3003157TEM-219,ARO:3003152SHV-185,ARO:3003153SHV-186,ARO:3003171ACT-36,ARO:3003158TEM-220,ARO:3001350SHV-180,ARO:3001364SHV-182,ARO:3001391TEM-214,ARO:3001392TEM-215,ARO:3003156SHV-189,ARO:3003209FosA5,ARO:3002578AAC(6')-Ib7,ARO:3004111FosA6,ARO:3004442tet(W/N/W),ARO:3001062SHV-3,ARO:3001051TEM-191,ARO:3000192tetS,ARO:3000378MexB,ARO:3002556AAC(6')-Ii,ARO:3000195tetB(P),ARO:3003154SHV-187,ARO:3003155SHV-188,ARO:3001063SHV-4,ARO:3000179tet(L),ARO:3000250ErmC,ARO:3000190tetO,ARO:3000596ErmX,ARO:3000884TEM-12,ARO:3002829vgaA,ARO:3004290Escherichia,ARO:3000808mexI.1,ARO:3004480Bifidobacterium,ARO:3000896TEM-26,ARO:3003948efrA,ARO:3000516emrR,ARO:3003950msbA,ARO:3003952yojI,ARO:3002986bacA,ARO:3004290Escherichia.1,ARO:3001214mdtM,ARO:3000216acrB,ARO:3004043Escherichia,ARO:3003841kdpE,ARO:3000792mdtA,ARO:3000793mdtB,ARO:3000794mdtC,ARO:3003578pmrF,ARO:3000833evgS,ARO:3000074emrB,ARO:3000499acrE,ARO:3000502acrF,ARO:3000796mdtF,ARO:3001216mdtH,ARO:3003577ugd,ARO:3000656acrS,ARO:3002897SAT-4,ARO:3001066SHV-7,ARO:3000979TEM-116,ARO:3000898TEM-28,ARO:3000801MexD,ARO:3001067SHV-8,ARO:3000912TEM-43,ARO:3003010ceoB,ARO:3004089ANT(3'')-IIa,ARO:3000347ErmA,ARO:3000251msrA,ARO:3000874TEM-2,ARO:3001064SHV-5,ARO:3000878TEM-6,ARO:3000875TEM-3,ARO:3000880TEM-8,ARO:3000894TEM-24,ARO:3000521mupA,ARO:3000911TEM-42,ARO:3001070SHV-11,ARO:3001061SHV-2A,ARO:3000916TEM-47,ARO:3000917TEM-48,ARO:3000918TEM-49,ARO:3001065SHV-6,ARO:3000899TEM-29,ARO:3002399OXY-2-4,ARO:3002394OXY-1-6,ARO:3004039Escherichia,ARO:3000191tetQ,ARO:3002389OXY-1-1,ARO:3002402OXY-2-7
AMP/MEM,0.0,0.0,0.0,0.0,7.803590842379861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5810262141915885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0261018537572095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.990087221919651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.19289577142575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3586439076080073,0.5132982413039044,0.8696034208949173,0.0,0.0,0.0,0.3441999902700645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.427605263051994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.892535059786613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5356166655106485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7602902718475433,2.664664737055784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.551272959332543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1153417475661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.643913269368033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7207126326879311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.839823250362756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092551809443081,0.0,0.0,0.0,0.1878098121447316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8559789674565277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP/MEM,0.0,0.0,0.0,0.0,7.573203222215077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2317768335582857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6307168599336053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.715991480580048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.903721244347446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9661549754189815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19694336036655974,0.0,0.0,0.2070867036768943,0.0,0.0,0.0,0.4578954903977786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.380477224865334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8434171904504963,0.0,0.0,0.0,0.0,0.2648785264860351,0.0,0.0,4.179357165421555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.803900866812836,0.0,0.0,0.0,0.0,0.13336866158156505,0.7081524373520471,1.997531755395456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6625999354845061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1698373365654733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18970927269406013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7849781322892017,0.0,0.0,0.2950985527395744,0.0,0.0,0.0,0.0,0.0,8.284721581958726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3240755257559462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.120775067252588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2141862256601166,0.0,0.0,0.0,2.3454263502110235,0.0,0.0,0.0,0.0,5.8501605150343226,0.0,0.0,0.1387228779224308,0.0,0.0,0.0,0.13490219553809113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1575316984182362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2658046751800422,0.0,0.0,0.0,0.0,0.0,0.0
AMP/MEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.354097781422098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.096873749031428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9463924215735551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.608787086484304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5475049684504192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5475049684504192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3122228325106917,0.0,0.0,4.640474241866569,2.030176546713398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.737169025158334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.97001516508389,10.776943937342644,0.0,0.0,0.0,0.0,0.0,4.505815530871389,10.244240186229677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6073392722022015,0.0,0.0,0.0,0.0,0.0,0.9463924215735551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.876434660623492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9463924215735551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4487517239395005,0.0,0.0,0.0,0.0,0.0,13.67088356901032,0.0,0.0,4.21319540530564,0.0,0.0,0.0,0.9463924215735551,0.0,0.0,0.0,0.0,0.0,0.0,0.9463924215735551,0.0,0.0,0.0,0.9463924215735551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.353571175071609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.435661331658038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.115270036491984,0.0,1.6583391106001193,0.0,0.3707294874334477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.876434660623492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIM,0.0,0.0,0.0,0.0,0.0,0.0,0.5186722798381417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.812384459265664,0.0,2.156078451189859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.902875478178832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7508645349147047,0.0,0.0,6.646324482488303,0.0,0.0,0.0,1.4615627316766358,0.0,0.0,0.0,0.0,6.881656940771491,0.0,0.0,0.0,0.0,4.063100046721469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7366003606995855,3.303202968946947,3.7258646111165903,3.303202968946947,4.343702145311757,1.874087645268825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.794093192863854,4.063100046721469,6.270911650136372,1.874087645268825,0.0,0.0,0.0,0.0,0.0,0.0,8.83738135033439,15.411660293941766,0.0,3.933689842687858,1.4657869014213658,0.0,0.0,8.741938967064726,0.0,0.0,0.0,0.0,1.3756090900055062,0.0,1.3934278606014323,2.2731183497252663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.623722703376356,12.867276435043086,1.7148565579056356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.213428618074704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9299239030378432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.529883706004092,3.0444593556199826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.528928219305873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.279195902100312,0.0,3.8418796728010918,0.0,0.0,0.0,0.0,1.7408517916844115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4229183973337378,0.0,0.0,0.0,0.0,0.0,0.9225783090774492,0.98150210619006,0.0,0.0,0.0,2.2099191875371087,1.3514149602817913,0.0,1.887991114232647,1.7920022289714628,1.9248406307468544,0.0,0.0,2.4301023697942967,0.0,0.5196745451131912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.279770156680732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8174212069789558,0.0,0.0
